Name	Sample	ARG	Completeness	Contamination	Contig_Number	phylum	class	order	family	genus	species
SLU3_metabat2.1077	SLU3	NA	98.87	0.24	5	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	Afipia sp017308595
SLU3_semibin2_58	SLU3	NA	94.49	7.83	5	Patescibacteria	Dojkabacteria	SC72	SC72	UBA5232	NA
SLU3_metabat2.669	SLU3	NA	90.02	1.81	5	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	JADGQM01	NA
SLU3_metabat2.878	SLU3	NA	78.35	0.05	5	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	MWEI01	MWEI01 sp002071045
SLU3_semibin2_1	SLU3	NA	100	8.56	6	Desulfobacterota	Syntrophia	Syntrophales	UBA4778	NA	NA
SLU3_metabat2.464	SLU3	NA	99.37	2.81	6	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	JAFGBI01	NA
SLU3_metabat2.1473	SLU3	NA	86.88	0.2	6	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	NA
SLU3_metabat2.612	SLU3	NA	77.74	5.9	6	Patescibacteria	Paceibacteria	Paceibacterales	UBA5633	UBA5633	UBA5633 sp017992335
SLU3_semibin2_49	SLU3	NA	75.57	0.13	6	Caldisericota	Caldisericia	UBA6126	UBA6126	UBA6126	NA
SLU3_metabat2.899	SLU3	NA	75.05	0.33	6	Firmicutes_A	Clostridia	Christensenellales	CAG-74	Pullichristensenella	Pullichristensenella sp002068815
SLU3_metabat2.1284	SLU3	NA	74.48	0.17	6	Firmicutes_A	Clostridia	Christensenellales	CAG-138	Phil1	NA
SLU3_metabat2.823	SLU3	NA	73.83	8.31	6	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas sp002069095
SLU3_metabat2.1101	SLU3	NA	95.89	0.75	7	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA5266	UBA5266 sp012519525
SLU3_semibin2_9	SLU3	NA	92.29	2.89	7	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	NA	NA
SLU3_metabat2.1058	SLU3	NA	90.61	0.35	7	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas_B	NA
SLU3_metabat2.873	SLU3	NA	89.83	1.43	7	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	NA
SLU3_semibin2_84	SLU3	NA	81.29	0.99	7	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAAYUI01	JAAYUI01 sp017992475
SLU3_metabat2.951	SLU3	NA	71.67	4.44	7	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Brachymonas	Brachymonas denitrificans_A
SLU3_metabat2.905	SLU3	NA	97.82	4.43	8	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	NA
SLU3_semibin2_24	SLU3	NA	85.61	6.08	8	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	UBA1062	NA
SLU3_metabat2.661	SLU3	NA	85.35	5.76	8	JAFGOL01	JAFGOL01	JAFGOL01	JAFGOL01	NA	NA
SLU3_metabat2.708	SLU3	NA	71.64	6.75	8	Desulfobacterota	Desulfomonilia	UBA1062	UBA1062	UBA1062	UBA1062 sp002316295
SLU3_semibin2_109	SLU3	NA	77.33	0.05	9	Verrucomicrobiota	Kiritimatiellae	RZYC01	NA	NA	NA
SLU3_metabat2.1406	SLU3	NA	91.26	3.99	10	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	W0P28-013	W0P28-013 sp012837685
SLU3_metabat2.722	SLU3	NA	84.51	5.17	10	Armatimonadota	UBA5829	UBA5829	UBA5829	DTKD01	NA
SLU3_metabat2.386	SLU3	NA	80.75	2.09	10	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	J093	MWFF01	NA
SLU3_semibin2_14	SLU3	NA	89.36	1.74	11	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	MWDR01	NA
SLU3_semibin2_15	SLU3	NA	85.03	3.97	11	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	SLHB01	NA	NA
SLU3_metabat2.622	SLU3	NA	84.17	3	11	Armatimonadota	UBA5829	UBA5829	UBA5829	DTKD01	DTKD01 sp012522555
SLU3_metabat2.379	SLU3	NA	74.82	0.88	11	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
SLU3_semibin2_64	SLU3	NA	72.77	2.2	12	Chloroflexota	Anaerolineae	UBA1429	UBA1429	JAAYDS01	NA
SLU3_metabat2.732	SLU3	NA	70.15	1.5	12	Bacteroidota	Bacteroidia	Bacteroidales	JAGOPY01	JAGOPY01	JAGOPY01 sp017991835
SLU3_semibin2_19	SLU3	NA	89.49	5.14	13	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	DSYU01	NA
SLU3_metabat2.749	SLU3	NA	76.27	2.59	13	Patescibacteria	ABY1	SG8-24	2-12-FULL-60-25	2-12-FULL-60-25	NA
SLU3_metabat2.830	SLU3	NA	80.43	0.02	19	Caldisericota	Caldisericia	JAAYUI01	JAAYUI01	JAGNLA01	JAGNLA01 sp017999835
